service_name,page_reference,evidence_snippet,pricing_kes,facility_level,full_context,extraction_method,extraction_confidence,is_free_service,source_type
"57 Cardiothoracic and Vascular  Dissected Aortic Aneurysm Repair (Open)  392,000",21,"57 Cardiothoracic and Vascular  Dissected Aortic Aneurysm Repair (Open)  392,000",,,"55 Cardiothoracic an d Vascular  Cox Maze IV Procedure  513,000   56 Cardiothoracic and Vascular  Diaphragmatic Hernia Repair  224,000   57 Cardiothoracic and Vascular  Dissected Aortic Aneurysm Repair (Open)  392,000   58 Cardiothoracic and Vascular  Double Valve Replacement  1,248,800   59 Cardiothoracic and Vascular  Endovascular Aneurysm Repair (EVAR)  1,626,800  ",enhanced_text_extraction,0.7,False,enhanced_text
"62 Cardiothoracic and Vascular  ESRD AV Graft Surgery  168,00 0",22,"62 Cardiothoracic and Vascular  ESRD AV Graft Surgery  168,00 0",,,"--- PAGE 22 --- 61 Cardiothoracic and Vascular  ESRD AV Fistula Creation  78,400   62 Cardiothoracic and Vascular  ESRD AV Graft Surgery  168,00 0  63 Cardiothoracic and Vascular  Excision of Mediastinal Tumour  280,000   64 Cardiothoracic and Vascular  Fontan procedure  954,800  ",enhanced_text_extraction,0.7,False,enhanced_text
"64 Cardiothoracic and Vascular  Fontan procedure  954,800",22,"64 Cardiothoracic and Vascular  Fontan procedure  954,800",,,"62 Cardiothoracic and Vascular  ESRD AV Graft Surgery  168,00 0  63 Cardiothoracic and Vascular  Excision of Mediastinal Tumour  280,000   64 Cardiothoracic and Vascular  Fontan procedure  954,800   65 Cardiothoracic and Vascular  Frozen Elephant Trunk  (FET) Procedure  1,411,200   66 Cardiothoracic and Vascular  Gastrostomy/Je junostomy  89,600  ",enhanced_text_extraction,0.7,False,enhanced_text
"65 Cardiothoracic and Vascular  Frozen Elephant Trunk  (FET) Procedure  1,411,200",22,"65 Cardiothoracic and Vascular  Frozen Elephant Trunk  (FET) Procedure  1,411,200",,,"63 Cardiothoracic and Vascular  Excision of Mediastinal Tumour  280,000   64 Cardiothoracic and Vascular  Fontan procedure  954,800   65 Cardiothoracic and Vascular  Frozen Elephant Trunk  (FET) Procedure  1,411,200   66 Cardiothoracic and Vascular  Gastrostomy/Je junostomy  89,600   67 Cardiothoracic and Vascular  Heller's myotomy  386,400  ",enhanced_text_extraction,0.7,False,enhanced_text
"74 Cardiothoracic and Vascular  Oesophagectomy  747,600",22,"74 Cardiothoracic and Vascular  Oesophagectomy  747,600",,,"72 Cardiothoracic and Vascular  Myocardial Biopsy  44,800   73 Cardiothoracic and Vascular  Oesophageal perforation Repair  554,400   74 Cardiothoracic and Vascular  Oesophagectomy  747,600  75 Cardiothoracic and Vascular  Open Lobectomy  590,800   76 Cardiothoracic and Vascular  Open Lung Biopsy  350,000  ",enhanced_text_extraction,0.7,False,enhanced_text
"75 Cardiothoracic and Vascular  Open Lobectomy  590,800",22,"75 Cardiothoracic and Vascular  Open Lobectomy  590,800",,,"73 Cardiothoracic and Vascular  Oesophageal perforation Repair  554,400   74 Cardiothoracic and Vascular  Oesophagectomy  747,600  75 Cardiothoracic and Vascular  Open Lobectomy  590,800   76 Cardiothoracic and Vascular  Open Lung Biopsy  350,000   77 Cardiothoracic and Vascular  Open Patent Ductus Arteriosus (PDA) surgery  313,600  ",enhanced_text_extraction,0.7,False,enhanced_text
"77 Cardiothoracic and Vascular  Open Patent Ductus Arteriosus (PDA) surgery  313,600",22,"77 Cardiothoracic and Vascular  Open Patent Ductus Arteriosus (PDA) surgery  313,600",,,"75 Cardiothoracic and Vascular  Open Lobectomy  590,800   76 Cardiothoracic and Vascular  Open Lung Biopsy  350,000   77 Cardiothoracic and Vascular  Open Patent Ductus Arteriosus (PDA) surgery  313,600   78 Cardiothoracic and Vascular  Open Pneumonectomy  280,0 00  79 Cardiothoracic and Vascular  Open Removal of Esophageal Foreign Body  554,400  ",enhanced_text_extraction,0.7,False,enhanced_text
"78 Cardiothoracic and Vascular  Open Pneumonectomy  280,0 00",22,"78 Cardiothoracic and Vascular  Open Pneumonectomy  280,0 00",,,"76 Cardiothoracic and Vascular  Open Lung Biopsy  350,000   77 Cardiothoracic and Vascular  Open Patent Ductus Arteriosus (PDA) surgery  313,600   78 Cardiothoracic and Vascular  Open Pneumonectomy  280,0 00  79 Cardiothoracic and Vascular  Open Removal of Esophageal Foreign Body  554,400   80 Cardiothoracic and Vascular  Open Removal of Tracheal/Bronchial Foreign Body  554,400  ",enhanced_text_extraction,0.7,False,enhanced_text
"83 Cardiothoracic and Vascular  Partial Atrioventricular Canal Defect Repair  784,000",23,"83 Cardiothoracic and Vascular  Partial Atrioventricular Canal Defect Repair  784,000",,,"--- PAGE 23 --- 82 Cardiothoracic and  Vascular  Pacemaker Change of battery  134,400   83 Cardiothoracic and Vascular  Partial Atrioventricular Canal Defect Repair  784,000   84 Cardiothoracic and Vascular  Pericardial Catheterization  89,600   85 Cardiothoracic and Vascular  Pericardial Window  89,600  ",enhanced_text_extraction,0.7,False,enhanced_text
"86 Cardiothoracic and Vascular  Pericardiectomy  554,400",23,"86 Cardiothoracic and Vascular  Pericardiectomy  554,400",,,"84 Cardiothoracic and Vascular  Pericardial Catheterization  89,600   85 Cardiothoracic and Vascular  Pericardial Window  89,600   86 Cardiothoracic and Vascular  Pericardiectomy  554,400   87 Cardiothoracic and Vascular  Pericardiocentesis  56,000   88 Cardiothoracic and Vascular  Peripheral Vascular Disease (PAD) Bypass Grafting  392,000  ",enhanced_text_extraction,0.7,False,enhanced_text
"89 Cardiothoracic and Vascular  Peripheral Vascular Disease (PAD) Embolectomy  168,000",23,"89 Cardiothoracic and Vascular  Peripheral Vascular Disease (PAD) Embolectomy  168,000",,,"87 Cardiothoracic and Vascular  Pericardiocentesis  56,000   88 Cardiothoracic and Vascular  Peripheral Vascular Disease (PAD) Bypass Grafting  392,000   89 Cardiothoracic and Vascular  Peripheral Vascular Disease (PAD) Embolectomy  168,000   90 Cardiothoracic and Vascular  Peripheral Vascular Disease (PAD) Endovascular Balloon Angioplasty  280,000   91 Cardiothoracic and Vascular  Peripheral Vascular Disease (PAD) Endovascular Stenting  280,000  ",enhanced_text_extraction,0.7,False,enhanced_text
97 Cardiothoracic and Vascular  Simple Thoracotomy -Retained Haemothrax  /Duct ligation/pleurodesis/...,23,97 Cardiothoracic and Vascular  Simple Thoracotomy -Retained Haemothrax  /Duct ligation/pleurodesis/FB,,[2],"95 Cardiothoracic and Vascular  Pulmonary Artery Band ing 481,600   96 Cardiothoracic and Vascular  Repair of Ruptured Diaphragm  145,600   97 Cardiothoracic and Vascular  Simple Thoracotomy -Retained Haemothrax  /Duct ligation/pleurodesis/FB  removal  201,600   98 Cardiothoracic and Vascular  Simple tracheal/Bronchial fistula repairs  224,000  ",enhanced_text_extraction,0.7,False,enhanced_text
"105 Cardiothoracic and Vascular  Tracheal Stenosis Resection an d Anastomosis  747,600",24,"105 Cardiothoracic and Vascular  Tracheal Stenosis Resection an d Anastomosis  747,600",,,"103 Cardiothoracic and Vascular  Thoracic Endovascular Aneurysm Repair (TEVAR)  2,186,800   104 Cardiothoracic and Vascular  Thoracotomy  350,000   105 Cardiothoracic and Vascular  Tracheal Stenosis Resection an d Anastomosis  747,600   106 Cardiothoracic and Vascular  Tracheal/Bronchial Reconstruction  358,400   107 Cardiothoracic and Vascular  Transcatheter percutaneous device PDA closure  414,400  ",enhanced_text_extraction,0.7,False,enhanced_text
"106 Cardiothoracic and Vascular  Tracheal/Bronchial Reconstruction  358,400",24,"106 Cardiothoracic and Vascular  Tracheal/Bronchial Reconstruction  358,400",,,"104 Cardiothoracic and Vascular  Thoracotomy  350,000   105 Cardiothoracic and Vascular  Tracheal Stenosis Resection an d Anastomosis  747,600   106 Cardiothoracic and Vascular  Tracheal/Bronchial Reconstruction  358,400   107 Cardiothoracic and Vascular  Transcatheter percutaneous device PDA closure  414,400   108 Cardiothoracic and Vascular  Traumatic Tracheal/Bronchial Disruption  repair and anastomosis  747,600  ",enhanced_text_extraction,0.7,False,enhanced_text
"116 Cardiothoracic and Vascular  Ventricular Septal Defect Closure  868,000",24,"116 Cardiothoracic and Vascular  Ventricular Septal Defect Closure  868,000",,,"114 Cardiothoracic and Vascular  Venous Insufficiency Radiofrequency Ablati on 271,600   115 Cardiothoracic and Vascular  Venous Insufficiency Stripping  229,600   116 Cardiothoracic and Vascular  Ventricular Septal Defect Closure  868,000   117 Cardiothoracic and Vascular  Vessel bypass Surgery  246,400   118 Cardiothoracic and Vascular  Video Assisted Thoracoscopic Surgery (VATS) Decortication  224,000  ",enhanced_text_extraction,0.7,False,enhanced_text
"117 Cardiothoracic and Vascular  Vessel bypass Surgery  246,400",24,"117 Cardiothoracic and Vascular  Vessel bypass Surgery  246,400",,,"115 Cardiothoracic and Vascular  Venous Insufficiency Stripping  229,600   116 Cardiothoracic and Vascular  Ventricular Septal Defect Closure  868,000   117 Cardiothoracic and Vascular  Vessel bypass Surgery  246,400   118 Cardiothoracic and Vascular  Video Assisted Thoracoscopic Surgery (VATS) Decortication  224,000   119 Cardiothoracic and Vascular  Video Assisted Thoracoscopic Surgery (VATS) Lobectomy  590,800  ",enhanced_text_extraction,0.7,False,enhanced_text
"118 Cardiothoracic and Vascular  Video Assisted Thoracoscopic Surgery (VATS) Decortication  224,000",24,"118 Cardiothoracic and Vascular  Video Assisted Thoracoscopic Surgery (VATS) Decortication  224,000",,,"116 Cardiothoracic and Vascular  Ventricular Septal Defect Closure  868,000   117 Cardiothoracic and Vascular  Vessel bypass Surgery  246,400   118 Cardiothoracic and Vascular  Video Assisted Thoracoscopic Surgery (VATS) Decortication  224,000   119 Cardiothoracic and Vascular  Video Assisted Thoracoscopic Surgery (VATS) Lobectomy  590,800   120 Cardiothoracic and Vascular  Video Assisted Thoracoscopic Surgery (VATS) Pneumonectomy  280,00 0 ",enhanced_text_extraction,0.7,False,enhanced_text
"119 Cardiothoracic and Vascular  Video Assisted Thoracoscopic Surgery (VATS) Lobectomy  590,800",24,"119 Cardiothoracic and Vascular  Video Assisted Thoracoscopic Surgery (VATS) Lobectomy  590,800",,,"117 Cardiothoracic and Vascular  Vessel bypass Surgery  246,400   118 Cardiothoracic and Vascular  Video Assisted Thoracoscopic Surgery (VATS) Decortication  224,000   119 Cardiothoracic and Vascular  Video Assisted Thoracoscopic Surgery (VATS) Lobectomy  590,800   120 Cardiothoracic and Vascular  Video Assisted Thoracoscopic Surgery (VATS) Pneumonectomy  280,00 0  121 Ear Nose & Throat  Block dissection of the neck  224,000  ",enhanced_text_extraction,0.7,False,enhanced_text
"120 Cardiothoracic and Vascular  Video Assisted Thoracoscopic Surgery (VATS) Pneumonectomy  280,00 0",24,"120 Cardiothoracic and Vascular  Video Assisted Thoracoscopic Surgery (VATS) Pneumonectomy  280,00 0",,,"118 Cardiothoracic and Vascular  Video Assisted Thoracoscopic Surgery (VATS) Decortication  224,000   119 Cardiothoracic and Vascular  Video Assisted Thoracoscopic Surgery (VATS) Lobectomy  590,800   120 Cardiothoracic and Vascular  Video Assisted Thoracoscopic Surgery (VATS) Pneumonectomy  280,00 0  121 Ear Nose & Throat  Block dissection of the neck  224,000   122 Ear Nose & Throat  Cochlea operations  358,400  ",enhanced_text_extraction,0.7,False,enhanced_text
"121 Ear Nose & Throat  Block dissection of the neck  224,000",24,"121 Ear Nose & Throat  Block dissection of the neck  224,000",,,"119 Cardiothoracic and Vascular  Video Assisted Thoracoscopic Surgery (VATS) Lobectomy  590,800   120 Cardiothoracic and Vascular  Video Assisted Thoracoscopic Surgery (VATS) Pneumonectomy  280,00 0  121 Ear Nose & Throat  Block dissection of the neck  224,000   122 Ear Nose & Throat  Cochlea operations  358,400   --- PAGE 25 ---",enhanced_text_extraction,0.7,False,enhanced_text
"123 Ear Nose & Throat  Excision and reconstruction of head and neck tumours  257,600",25,"123 Ear Nose & Throat  Excision and reconstruction of head and neck tumours  257,600",,,"122 Ear Nose & Throat  Cochlea operations  358,400   --- PAGE 25 --- 123 Ear Nose & Throat  Excision and reconstruction of head and neck tumours  257,600   124 Ear Nose & Throat  Excision of pharyngeal diverticulum  168,000   125 Ear Nose & Throat  Facial nerve decompression  358,400  ",enhanced_text_extraction,0.7,False,enhanced_text
"126 Ear Nose & Throat  Laryngectomy (Partial)  201,600",25,"126 Ear Nose & Throat  Laryngectomy (Partial)  201,600",,,"124 Ear Nose & Throat  Excision of pharyngeal diverticulum  168,000   125 Ear Nose & Throat  Facial nerve decompression  358,400   126 Ear Nose & Throat  Laryngectomy (Partial)  201,600   127 Ear Nose & Throat  Laryngectomy (Total)  280,000   128 Ear Nose & Throat  Laryngectomy with radical neck dissection  336,000  ",enhanced_text_extraction,0.7,False,enhanced_text
"127 Ear Nose & Throat  Laryngectomy (Total)  280,000",25,"127 Ear Nose & Throat  Laryngectomy (Total)  280,000",,,"125 Ear Nose & Throat  Facial nerve decompression  358,400   126 Ear Nose & Throat  Laryngectomy (Partial)  201,600   127 Ear Nose & Throat  Laryngectomy (Total)  280,000   128 Ear Nose & Throat  Laryngectomy with radical neck dissection  336,000   129 Ear Nos e & Throat  Middle ear tumour excision  224,000  ",enhanced_text_extraction,0.7,False,enhanced_text
"128 Ear Nose & Throat  Laryngectomy with radical neck dissection  336,000",25,"128 Ear Nose & Throat  Laryngectomy with radical neck dissection  336,000",,,"126 Ear Nose & Throat  Laryngectomy (Partial)  201,600   127 Ear Nose & Throat  Laryngectomy (Total)  280,000   128 Ear Nose & Throat  Laryngectomy with radical neck dissection  336,000   129 Ear Nos e & Throat  Middle ear tumour excision  224,000   130 Ear Nose & Throat  Total/ Radical parotidectomy  168,000  ",enhanced_text_extraction,0.7,False,enhanced_text
"130 Ear Nose & Throat  Total/ Radical parotidectomy  168,000",25,"130 Ear Nose & Throat  Total/ Radical parotidectomy  168,000",,,"128 Ear Nose & Throat  Laryngectomy with radical neck dissection  336,000   129 Ear Nos e & Throat  Middle ear tumour excision  224,000   130 Ear Nose & Throat  Total/ Radical parotidectomy  168,000   131 Ear Nose & Throat  EUA and biopsy of nasopharynx, ears, nose  28,000   132 Ear Nose & Throat  Frontal sinus trephination  22,400  ",enhanced_text_extraction,0.7,False,enhanced_text
"136 Ear Nose & Throat  Adenoidectomy  72,240",25,"136 Ear Nose & Throat  Adenoidectomy  72,240",,,"134 Ear Nose & Throat  MUA # nose  33,600   135 Ear Nose & Throat  Removal of FB in ear or nose (paediatrics under GA)  61,600   136 Ear Nose & Throat  Adenoidectomy  72,240   137 Ear Nose & Throat  Adenotonsillectomy (Ts 7 As)  77,840  138 Ear Nose & Throat  Cricotracheal reconstruction  89,600  ",enhanced_text_extraction,0.7,False,enhanced_text
"137 Ear Nose & Throat  Adenotonsillectomy (Ts 7 As)  77,840",25,"137 Ear Nose & Throat  Adenotonsillectomy (Ts 7 As)  77,840",,,"135 Ear Nose & Throat  Removal of FB in ear or nose (paediatrics under GA)  61,600   136 Ear Nose & Throat  Adenoidectomy  72,240   137 Ear Nose & Throat  Adenotonsillectomy (Ts 7 As)  77,840  138 Ear Nose & Throat  Cricotracheal reconstruction  89,600   139 Ear Nose & Throat  Direct laryngoscopy and biopsy  50,400  ",enhanced_text_extraction,0.7,False,enhanced_text
